"","X","AgentNo","Perceived_Support","Vulnerability_Group","Distress","MDD_onset","Appropriate_Received_support_count","Inappropriate_Received_support_count"
"30",30,30,1.32100822636858,"L",42.2356004667553,1,0,0
"31",31,31,4.32786781340837,"L",29.1147586323999,NA,0,0
"32",32,32,0.670253501739353,"L",45.0752574469556,1,0,0
"33",33,33,8.14628897001967,"L",12.4525572217323,NA,0,0
"34",34,34,8.24503662530333,"L",12.0216583623127,NA,0,0
"35",35,35,5.81178744323552,"L",22.6394729749723,NA,0,0
"36",36,36,5.16207671025768,"L",25.4745743552392,NA,0,0
"37",37,37,4.83152306405827,"L",26.9169902659276,NA,0,0
"38",38,38,6.53061641845852,"L",19.5027647194537,NA,0,0
"39",39,39,7.027124222368,"L",17.3361852114851,NA,0,0
"40",40,40,1.21947774896398,"L",42.6786425499754,1,0,0
"41",41,41,7.67394765978679,"L",14.5136829391122,NA,0,0
"42",42,42,6.59842947265133,"L",19.2068532102488,NA,0,0
"43",43,43,4.349157710094,"L",29.0218572650444,NA,0,0
"44",44,44,8.05132058914751,"L",12.8669647019018,NA,0,0
"45",45,45,1.74746377859265,"L",40.3747035115957,1,0,0
"46",46,46,2.51514104893431,"L",37.0248390591957,NA,0,0
"47",47,47,3.52796945022419,"L",32.6052242172035,NA,0,0
"48",48,48,0.220585411880165,"L",47.037445475432,1,0,0
"49",49,49,1.35172097245231,"L",42.1015812111172,1,0,0
"50",50,50,7.71731968270615,"L",14.3244232027368,NA,0,0
"51",51,51,1.14187251310796,"L",43.0172835791653,1,0,0
"52",52,52,2.23472046665847,"L",38.2484925091267,NA,0,0
"53",53,53,5.37854949012399,"L",24.5299658612771,NA,0,0
"54",54,54,1.82572389487177,"L",40.0332048223777,1,0,0
"55",55,55,7.26342598209158,"L",16.305050259964,NA,0,0
"56",56,56,0.000508730299770832,"L",47.9977800859647,1,0,0
"57",57,57,0.983175032306463,"L",43.7097816772082,1,0,0
"58",58,58,3.27220702078193,"L",33.7212784547698,NA,0,0
"59",59,59,2.49503375031054,"L",37.1125799986449,NA,0,0
"60",60,60,8.95494775380939,"L",8.92386434701357,NA,0,0
"61",61,61,4.70439406577498,"L",27.4717349857092,NA,0,0
"62",62,62,1.25368284294382,"L",42.5293839580633,1,0,0
"63",63,63,0.897378590889275,"L",44.0841661488468,1,0,0
"64",64,64,2.91265081614256,"L",35.2902509841052,NA,0,0
"65",65,65,8.08038976276293,"L",12.7401173988527,NA,0,0
"66",66,66,7.7981858025305,"L",13.9715528616851,NA,0,0
"67",67,67,1.12109835958108,"L",43.1079344309189,1,0,0
"68",68,68,6.20043946662918,"L",20.9435368728908,NA,0,0
"69",69,69,6.71384683344513,"L",18.703213817694,NA,0,0
"70",70,70,3.40055629843846,"L",33.1612088795413,NA,0,0
"71",71,71,8.32969891605899,"L",11.6522229117426,NA,0,0
"72",72,72,4.66253174468875,"L",27.6544069322673,NA,0,0
"73",73,73,7.95836144126952,"L",13.2726046199148,NA,0,0
"74",74,74,5.36770059959963,"L",24.5773064744743,NA,0,0
"75",75,75,6.48514586500823,"L",19.7011816799641,NA,0,0
"76",76,76,5.78916713129729,"L",22.7381797907027,NA,0,0
"77",77,77,5.32214967766777,"L",24.7760741338134,NA,0,0
"78",78,78,8.45056908437982,"L",11.124789449979,NA,0,0
"79",79,79,3.67760849650949,"L",31.9522538334131,NA,0,0
"80",80,80,8.87522728880867,"L",9.27173546701671,NA,0,0
"81",81,81,9.85071613220498,"L",5.015056877651,NA,0,0
"82",82,82,1.74615199444816,"L",40.3804276605899,1,0,0
"83",83,83,4.48882581666112,"L",28.4123964363878,NA,0,0
"84",84,84,0.494720956776291,"L",45.841217643158,1,0,0
"85",85,85,8.32366380142048,"L",11.6785579574379,NA,0,0
"86",86,86,6.77060392452404,"L",18.4555465111678,NA,0,0
"87",87,87,7.98418211750686,"L",13.1599325781519,NA,0,0
"88",88,88,9.97655295301229,"L",4.46595075049183,NA,0,0
"89",89,89,7.41637049010023,"L",15.637656043199,NA,0,0
"90",90,90,4.29046556353569,"L",29.2779684500261,NA,0,0
"91",91,91,2.47216929681599,"L",37.2123521593484,NA,0,0
"92",92,92,1.16180763347074,"L",42.9302939630368,1,0,0
"93",93,93,5.28638280229643,"L",24.9321477717974,NA,0,0
"94",94,94,7.30655373074114,"L",16.116856447675,NA,0,0
"95",95,95,6.70606454834342,"L",18.737172879956,NA,0,0
"96",96,96,6.86628638533875,"L",18.0380230457945,NA,0,0
"97",97,97,4.44193891948089,"L",28.6169938059016,NA,0,0
"98",98,98,3.91919896006584,"L",30.8980409015309,NA,0,0
"99",99,99,6.2972894962877,"L",20.5209185616537,NA,0,0
"100",100,100,5.28941067866981,"L",24.9189352203499,NA,0,0
"101",101,101,2.59280625265092,"L",36.6859363520687,NA,0,0
"102",102,102,3.92264961730689,"L",30.8829834881154,NA,0,0
"103",103,103,3.53029175661504,"L",32.5950905165889,NA,0,0
"104",104,104,9.3202894856222,"L",7.32964588092131,NA,0,0
"105",105,105,7.9485173127614,"L",13.3155608170412,NA,0,0
"106",106,106,5.3350978740491,"L",24.7195729132403,NA,0,0
"107",107,107,5.66021051025018,"L",23.3008995916356,NA,0,0
"108",108,108,9.54665049910545,"L",6.34188873117622,NA,0,0
"109",109,109,7.2059808159247,"L",16.5557200759649,NA,0,0
"110",110,110,4.30671280017123,"L",29.2070714174346,NA,0,0
"111",111,111,8.60672166571021,"L",10.44339636781,NA,0,0
"112",112,112,5.47274786746129,"L",24.1189183965325,NA,0,0
"113",113,113,2.44845379376784,"L",37.3158379908313,NA,0,0
"114",114,114,8.20816135965288,"L",12.1825686124238,NA,0,0
"115",115,115,3.54700668947771,"L",32.5221526277336,NA,0,0
"116",116,116,3.87458170531318,"L",31.0927343768152,NA,0,0
"117",117,117,9.48083024006337,"L",6.6291044069962,NA,0,0
"118",118,118,5.34462271723896,"L",24.6780099611391,NA,0,0
"119",119,119,9.78232185356319,"L",5.31350463899699,NA,0,0
"120",120,120,1.40672468347475,"L",41.8615650175648,1,0,0
"121",121,121,1.32613639812917,"L",42.2132229899818,1,0,0
"122",122,122,4.75070865359157,"L",27.2696349661459,NA,0,0
"123",123,123,2.94947112444788,"L",35.1295805478638,NA,0,0
"124",124,124,7.55175832659006,"L",15.0468727566979,NA,0,0
"125",125,125,3.4443903551437,"L",32.9699329957366,NA,0,0
"126",126,126,1.82150435401127,"L",40.0516173643145,1,0,0
"127",127,127,6.66992399375886,"L",18.8948771181432,NA,0,0
"128",128,128,8.93144246889278,"L",9.02643286301333,NA,0,0
"129",129,129,0.481378799304366,"L",45.8994379666718,1,0,0
"130",130,130,7.38950909813866,"L",15.7548693899404,NA,0,0
"131",131,131,5.14769811416045,"L",25.5373173200271,NA,0,0
"132",132,132,5.11918465374038,"L",25.6617396927692,NA,0,0
"133",133,133,8.71591471135616,"L",9.96691762317312,NA,0,0
"134",134,134,5.61408089241013,"L",23.5021924694831,NA,0,0
"135",135,135,8.33815125515684,"L",11.6153399774974,NA,0,0
"136",136,136,7.78692918131128,"L",14.020672663369,NA,0,0
"137",137,137,6.7289973096922,"L",18.6371026486159,NA,0,0
"138",138,138,0.591967618092895,"L",45.4168685755946,1,0,0
"139",139,139,4.27318866597489,"L",29.3533585484732,NA,0,0
"140",140,140,0.783526871819049,"L",44.5809736502441,1,0,0
"141",141,141,3.43618783401325,"L",33.0057258152149,NA,0,0
"142",142,142,2.19091733684763,"L",38.4396334392103,NA,0,0
"143",143,143,0.336299722548574,"L",46.5325103016062,1,0,0
"144",144,144,6.06543262256309,"L",21.5326576469974,NA,0,0
"145",145,145,7.34454902820289,"L",15.9510587860238,NA,0,0
"146",146,146,4.39119781833142,"L",28.8384095200083,NA,0,0
"147",147,147,1.97432320797816,"L",39.3847714560953,NA,0,0
"148",148,148,8.65721198963001,"L",10.2230749543418,NA,0,0
"149",149,149,3.27750979457051,"L",33.6981390782378,NA,0,0
"150",150,150,2.444390328601,"L",37.3335694751956,NA,0,0
"151",151,151,7.86349303321913,"H",13.6865758550438,1,0,0
"152",152,152,2.88471821695566,"H",35.412138689648,1,0,0
"153",153,153,0.336493614595383,"H",46.5316642272202,1,0,0
"154",154,154,8.55571965221316,"H",10.6659506085244,NA,0,0
"155",155,155,6.32655712775886,"H",20.3932052606886,1,0,0
"156",156,156,6.11481082625687,"H",21.3171891217882,1,0,0
"157",157,157,7.43386640679091,"H",15.5613102249124,1,0,0
"158",158,158,6.48834937717766,"H",19.6872027177702,1,0,0
"159",159,159,1.6917138081044,"H",40.6179761100899,1,0,0
"160",160,160,3.93619585083798,"H",30.8238726508888,1,0,0
"161",161,161,2.16036714380607,"H",38.5729433724826,1,0,0
"162",162,162,0.719943286385387,"H",44.8584292957729,1,0,0
"163",163,163,2.57404677104205,"H",36.7677959081801,1,0,0
"164",164,164,5.09189112111926,"H",25.7808387442069,1,0,0
"165",165,165,2.15943075716496,"H",38.5770294232801,1,0,0
"166",166,166,4.97425455832854,"H",26.2941619272936,1,0,0
"167",167,167,0.0537113123573363,"H",47.7656233642589,1,0,0
"168",168,168,6.60339168971404,"H",19.1851998994296,1,0,0
"169",169,169,5.50442680716515,"H",23.9806830232794,1,0,0
"170",170,170,5.58138200780377,"H",23.6448785114017,1,0,0
"171",171,171,3.5403283755295,"H",32.5512943613258,1,0,0
"172",172,172,3.67857285775244,"H",31.9480457116257,1,0,0
"173",173,173,3.42811778886244,"H",33.0409405576912,1,0,0
"174",174,174,1.35168603854254,"H",42.1017336499962,1,0,0
"175",175,175,5.00348855974153,"H",26.1665953756733,1,0,0
"176",176,176,5.8322180621326,"H",22.5503211834214,1,0,0
"177",177,177,0.16639884095639,"H",47.2738959667357,1,0,0
"178",178,178,0.626611632760614,"H",45.2656946934082,1,0,0
"179",179,179,7.67139317467809,"H",14.5248297832229,1,0,0
"180",180,180,4.88414272898808,"H",26.6873771825975,1,0,0
"181",181,181,4.21242821263149,"H",29.6184950721535,1,0,0
"182",182,182,2.43959967512637,"H",37.3544741449031,1,0,0
"183",183,183,8.71972310123965,"H",9.95029919459062,NA,0,0
"184",184,184,6.11709138611332,"H",21.3072375878692,1,0,0
"185",185,185,8.17488804459572,"H",12.327761259946,NA,0,0
"186",186,186,7.79256864218041,"H",13.9960641068491,1,0,0
"187",187,187,2.68330429913476,"H",36.2910357855938,1,0,0
"188",188,188,6.48444167571142,"H",19.7042545059865,1,0,0
"189",189,189,2.89121554000303,"H",35.3837867345322,1,0,0
"190",190,190,5.28662907425314,"H",24.9310731305317,1,0,0
"191",191,191,9.03751926962286,"H",8.56355227800933,NA,0,0
"192",192,192,6.11773294396698,"H",21.3044380626895,1,0,0
"193",193,193,9.20122895622626,"H",7.84918273646723,NA,0,0
"194",194,194,6.03968957904726,"H",21.6449909277938,1,0,0
"195",195,195,5.69562617689371,"H",23.1463585008274,1,0,0
"196",196,196,4.15190956322476,"H",29.8825764513829,1,0,0
"197",197,197,7.93214895296842,"H",13.3869863870469,1,0,0
"198",198,198,8.64406927255914,"H",10.2804249924692,NA,0,0
"199",199,199,2.10445335367694,"H",38.8169308203188,1,0,0
"200",200,200,3.99553393479437,"H",30.5649428299882,1,0,0
"201",201,201,3.92744466429576,"H",30.8620596467094,1,0,0
"202",202,202,9.09354740520939,"H",8.3190658681772,NA,0,0
"203",203,203,0.623822044581175,"H",45.2778674418276,1,0,0
"204",204,204,7.86531944293529,"H",13.6786060671915,1,0,0
"205",205,205,0.351982426363975,"H",46.4640766849572,1,0,0
"206",206,206,1.29852732643485,"H",42.3336989391934,1,0,0
"207",207,207,8.97135307313874,"H",8.85227749903095,NA,0,0
"208",208,208,4.49819142464548,"H",28.3715283288197,1,0,0
"209",209,209,3.95999188767746,"H",30.7200353992256,1,0,0
"210",210,210,5.49327596789226,"H",24.0293412310156,1,0,0
"211",211,211,0.315579280722886,"H",46.6229267750274,1,0,0
"212",212,212,9.62248315336183,"H",6.01098260351202,NA,0,0
"213",213,213,2.92543955147266,"H",35.2344455935739,1,0,0
"214",214,214,0.166629224549979,"H",47.2728906565092,1,0,0
"215",215,215,4.60690999869257,"H",27.8971200057052,1,0,0
"216",216,216,8.09660371625796,"H",12.6693656017834,NA,0,0
"217",217,217,1.70824297470972,"H",40.5458488376303,1,0,0
"218",218,218,2.60545525699854,"H",36.6307406967337,1,0,0
"219",219,219,6.48746334947646,"H",19.6910690204664,1,0,0
"220",220,220,2.28556972462684,"H",38.026604837992,1,0,0
"221",221,221,7.91714108316228,"H",13.4524752734737,1,0,0
"222",222,222,3.60615318408236,"H",32.2640588330952,1,0,0
"223",223,223,7.0963882911019,"H",17.0339420024644,1,0,0
"224",224,224,2.7870528283529,"H",35.8383149308237,1,0,0
"225",225,225,7.45837723137811,"H",15.454353899441,1,0,0
"226",226,226,8.68520686868578,"H",10.1009154820984,NA,0,0
"227",227,227,3.61726736649871,"H",32.2155605825511,1,0,0
"228",228,228,7.10939439246431,"H",16.9771881056103,1,0,0
"229",229,229,1.66213446529582,"H",40.7470496059819,1,0,0
"230",230,230,1.05801942292601,"H",43.3831879726865,1,0,0
"231",231,231,6.26217606943101,"H",20.6741407879374,1,0,0
"232",232,232,8.81298281718045,"H",9.54334770684895,NA,0,0
"233",233,233,3.85726494016126,"H",31.1682984429327,1,0,0
"234",234,234,4.74511755397543,"H",27.2940324917436,1,0,0
"235",235,235,6.52357982471585,"H",19.5334698557854,1,0,0
"236",236,236,2.71656730445102,"H",36.1458881260319,1,0,0
"237",237,237,8.80744363414124,"H",9.56751868738369,NA,0,0
"238",238,238,5.3526716073975,"H",24.6428875313564,1,0,0
"239",239,239,9.7103146626614,"H",5.62771783565935,NA,0,0
"240",240,240,0.410981415770948,"H",46.2066265493631,1,0,0
"241",241,241,9.61009626509622,"H",6.06503447958013,NA,0,0
"242",242,242,0.401416793465614,"H",46.2483630830591,1,0,0
"243",243,243,4.56488237483427,"H",28.0805132734505,1,0,0
"244",244,244,3.37162193376571,"H",33.287467925386,1,0,0
"245",245,245,0.413786857388914,"H",46.1943846223029,1,0,0
"246",246,246,8.6998623656109,"H",10.0369642227888,NA,0,0
"247",247,247,1.01141320541501,"H",43.586560558189,1,0,0
"248",248,248,5.08485278347507,"H",25.8115514902906,1,0,0
"249",249,249,9.0905378269963,"H",8.33219857310705,NA,0,0
"250",250,250,5.87521789595485,"H",22.3626855449243,1,0,0
"251",251,251,9.8843621998094,"H",4.86823767355898,NA,0,0
"252",252,252,1.75558274379,"H",40.3392752998255,1,0,0
"253",253,253,5.96822315827012,"H",21.9568444002758,1,0,0
"254",254,254,0.598486207891256,"H",45.3884238201109,1,0,0
"255",255,255,2.17787903966382,"H",38.4965278269215,1,0,0
"256",256,256,3.23265117127448,"H",33.893885798075,1,0,0
"257",257,257,0.375064604450017,"H",46.3633544533091,1,0,0
"258",258,258,4.48460553539917,"H",28.4308122091672,1,0,0
"259",259,259,3.96438852185383,"H",30.700850086456,1,0,0
"260",260,260,1.58686757087708,"H",41.0754869634455,1,0,0
"261",261,261,0.569416084326804,"H",45.5152752683921,1,0,0
"262",262,262,1.38342204736546,"H",41.9632492478598,1,0,0
"263",263,263,4.22051956644282,"H",29.5831873464313,1,0,0
"264",264,264,5.78891224460676,"H",22.7392920235341,1,0,0
"265",265,265,9.49579362757504,"H",6.5638096251271,NA,0,0
"266",266,266,4.99779978999868,"H",26.1914190981876,1,0,0
"267",267,267,8.99559141835198,"H",8.74651017446408,NA,0,0
"268",268,268,2.57863112492487,"H",36.7477914548733,1,0,0
"269",269,269,3.47058658488095,"H",32.8556221750649,1,0,0
"270",270,270,2.93013770366088,"H",35.2139445658434,1,0,0
"271",271,271,7.31645234161988,"H",16.0736625092951,1,0,0
"272",272,272,4.75644249236211,"H",27.2446145787835,1,0,0
"273",273,273,9.48943872470409,"H",6.59154011038215,NA,0,0
"274",274,274,9.59321447182447,"H",6.13870048658413,NA,0,0
"275",275,275,2.20275402301922,"H",38.387982445007,1,0,0
"276",276,276,3.81878820015118,"H",31.3361969447948,1,0,0
"277",277,277,8.88436648761854,"H",9.23185532675546,NA,0,0
"278",278,278,1.3728089327924,"H",42.0095610205422,1,0,0
"279",279,279,8.27917195623741,"H",11.872704190964,NA,0,0
"280",280,280,1.36495586717501,"H",42.0438289432363,1,0,0
"281",281,281,3.94075621152297,"H",30.8039728951725,1,0,0
"282",282,282,0.449337253812701,"H",46.0392556197264,1,0,0
"283",283,283,2.20690212910995,"H",38.3698816184293,1,0,0
"284",284,284,9.69299711985514,"H",5.70328529517757,NA,0,0
"285",285,285,6.91037333104759,"H",17.8456436463378,1,0,0
"286",286,286,8.20027244277298,"H",12.2169929769906,NA,0,0
"287",287,287,9.16397792752832,"H",8.01173267987642,NA,0,0
"288",288,288,0.273223454132676,"H",46.8077522001483,1,0,0
"289",289,289,0.709333757404238,"H",44.9047254222361,1,0,0
"290",290,290,1.86690303264186,"H",39.853514039381,1,0,0
"291",291,291,0.483293081633747,"H",45.8910847346891,1,0,0
"292",292,292,4.39885165542364,"H",28.8050109581514,1,0,0
"293",293,293,7.92294962331653,"H",13.427128916437,1,0,0
"294",294,294,2.49885631259531,"H",37.0958997268568,1,0,0
"295",295,295,8.37622562190518,"H",11.4491972862319,NA,0,0
"296",296,296,0.520568564534187,"H",45.7284280820327,1,0,0
"297",297,297,8.6112590902485,"H",10.4235966970975,NA,0,0
"298",298,298,8.08317889459431,"H",12.7279466417703,NA,0,0
"299",299,299,3.03491798462346,"H",34.7567215216431,1,0,0
"300",300,300,2.81378409592435,"H",35.7216693996029,1,0,0
